data_ref_safra,seller_id,uf,tot_orders_12m,tot_items_12m,tot_items_dist_12m,receita_12m,recencia,nao_revendeu_next_6m
2018-04-01,056b4ada5bbc2c50cc7842547dda6b51,RJ,12,12,7,3181.92,6,0
2018-04-01,058cb5aeb36d7c0fcae20fc85d5e0a59,RJ,3,3,3,276.0,176,0
2018-04-01,058fd0aa2bfdb2274e05e1ae971dabb6,SP,46,47,8,5809.0,4,0
2018-04-01,05a940b4ecae36cadfd8e93bd9c43257,GO,9,9,8,695.1,40,1
2018-04-01,05aebce0b5c8f0d41b29b686f2d05fd3,SP,1,1,1,34.99,25,1
2018-04-01,05d2173d43ea568aa0540eba70d2ca76,MG,44,47,35,4012.9099999999994,18,0
2018-04-01,05f51e13da97139648b8125c31e5f51b,MG,57,60,19,13100.309999999987,8,1
2018-04-01,05feb94f19d094d4b0f9281f0b1d4c99,SP,6,6,2,9353.0,41,1
2018-04-01,05ff92fedb5be47920fea08e501238b9,RS,29,30,13,9310.279999999999,43,0
2018-04-01,062ce95fa2ad4dfaedfc79260130565f,RS,44,48,13,6409.199999999998,202,1
2018-04-01,06532f10282704ef4c69168b914b77be,PR,5,6,6,6997.95,224,1
2018-04-01,06579cb253ecd5a3a12a9e6eb6bf8f47,SP,42,49,9,3302.1000000000026,17,0
2018-04-01,066a6914e1ebf3ea95a216c73a986b91,PR,38,41,26,5887.779999999997,16,0
2018-04-01,0691148aee60ca47977c187804f935ae,PR,14,15,13,2991.16,10,0
2018-04-01,06a2c3af7b3aee5d69171b0e14f0ee87,MA,60,64,25,4618.359999999993,0,0
2018-04-01,06bb3a2fe5e7b7a845b13e8fb91bd944,MG,13,14,12,1122.7999999999997,2,0
2018-04-01,06df0c10d34e459d9672bc77388742eb,PR,3,4,1,1196.0,5,0
2018-04-01,06e5eefc71ec47ae763c5c6f8db7064f,RS,46,47,16,9550.789999999999,2,0
2018-04-01,07017df32dc5f2f1d2801e579548d620,PB,2,2,1,278.0,329,1
2018-04-01,070d165398b553f3b4b851c216b8a358,SP,12,13,4,1031.8700000000001,4,0
2018-04-01,0725b8c0f3f906e58f70cbe76b7c748c,SP,1,1,1,21.99,357,0
2018-04-01,0747d5bb69f0586cc869d8af4c50f93e,RJ,2,2,2,51.8,301,1
2018-04-01,0761743cbffb25d7148189e9f1a5f03a,SP,3,7,3,241.2,57,1
2018-04-01,077c5fae4bea9500e3737b16f71b9d3a,SP,3,3,2,20.4,114,0
2018-04-01,07a9bc7f61396b658ddf3ac534efe44c,SP,1,1,1,119.9,278,1
2018-04-01,07bf9669d84d1f11be443a9dd938f698,SP,10,13,9,996.0,178,0
2018-04-01,07d75e33f2750d97d467fb57e4dfdd8a,SP,1,1,1,699.9,24,0
2018-04-01,07de60b03d150fb3ea09eab5da5e4c8b,SP,2,2,2,179.8,50,0
2018-04-01,07e8e8fc5222bb358e6f259da3197074,SP,1,1,1,25.9,38,1
2018-04-01,080102cd0a76b09e0dcf55fcacc60e05,MG,45,46,16,1989.4999999999998,1,0
2018-04-01,080199a181c46c657dc5aa235411be3b,SP,60,63,32,11203.86999999999,1,0
2018-04-01,08061dc0fc165ed41288cc7acde738ee,SP,3,3,3,115.9,134,1
2018-04-01,08084d990eb3f53af056ccbc1730c8a7,SP,2,2,2,65.6,49,0
2018-04-01,081acf3de680d554796c9cf041be7bc2,MG,2,6,2,547.5,84,0
2018-04-01,082e0bf4cb865a6533b1e8e498cc0255,SP,5,11,8,814.9000000000001,49,0
2018-04-01,085f6f7e049c996695fb2074fe38d45e,SP,3,4,3,110.8,6,0
2018-04-01,08633c14ef2db992c11f840f04fad4cd,SP,20,26,7,2219.400000000001,2,0
2018-04-01,0885aaf116795758dfeb5f1032487bcd,SP,6,6,6,549.4,11,0
2018-04-01,0887a9f087bcd5d9f6642b52f897fc6c,SP,5,5,2,913.0,238,1
2018-04-01,08cdbae123ff67ca4e36d9d641ce0119,MG,3,5,2,2259.0,33,1
2018-04-01,08d0949a9a17c027262db1f3c450c26c,PR,8,8,7,225.20000000000002,8,0
2018-04-01,08d2d642cf72b622b14dde1d2f5eb2f5,SP,14,18,5,574.8,115,1
2018-04-01,091065b789659bc3cd9af9cb3a6253ff,RS,2,2,1,1359.0,72,1
2018-04-01,0936e1837d0c79253456bbb2ffaaef10,SP,1,2,1,38.9,353,1
2018-04-01,093805f8f2aeb63881444571e1f48f30,SP,22,27,18,1215.7900000000002,59,1
2018-04-01,09883d9ab71c8fe8a9bfc7fc3075b07e,SP,4,4,4,269.6,132,1
2018-04-01,099095b050cfe8eb1ddff5317587e96e,SP,2,2,1,1728.99,70,0
2018-04-01,09f952a5f58d2285b0372551ae8f9b01,SP,18,20,8,5433.509999999998,2,0
2018-04-01,0a82f5fb06a4fe4ac2cf7cb412ec71b8,SP,2,2,2,462.0,0,1
2018-04-01,0ac4201fda2c68ebc0e47cb9423cf3c9,SP,7,7,3,637.94,54,0
2018-04-01,0ad80de75c811326389cfb1daba7d45e,RJ,6,6,6,1449.4,82,1
2018-04-01,0adac9fbd9a2b63cccaac4f8756c1ca8,SP,73,95,49,12560.979999999985,12,0
2018-04-01,0ade5cc4a305ed7093a23f68ca47519c,PR,2,2,2,158.88,68,1
2018-04-01,0aea4c6ae1505b3228ddf3dd7822ee5b,SP,6,6,6,1103.93,12,0
2018-04-01,0afccdb8a34ee5c79f7c06faf2b4d56e,MG,23,23,10,1145.6999999999998,23,0
2018-04-01,0b0ddbc7b9d9584f442c7ac92b0ff6c9,SP,1,1,1,266.78,1,0
2018-04-01,0b18d63d0cd1d723567903fd34a07df2,SP,8,13,8,1618.2400000000002,13,0
2018-04-01,0b35c634521043bf4b47e21547b99ab5,PR,32,43,30,8638.55,3,0
2018-04-01,0b3f27369a4d8df98f7eb91077e438ac,SP,2,2,2,146.51,129,1
2018-04-01,0b90b6df587eb83608a64ea8b390cf07,PR,114,144,34,18330.949999999993,3,0
2018-04-01,0bae85eb84b9fb3bd773911e89288d54,SP,112,121,41,6327.149999999991,1,0
2018-04-01,0bb27263628258b8111a0262769fa9db,SP,1,1,1,22.2,364,1
2018-04-01,0bb738e4d789e63e2267697c42d35a2d,SP,22,22,4,1701.0000000000007,23,0
2018-04-01,0be8ff43f22e456b4e0371b2245e4d01,SP,116,132,85,8637.19999999998,6,0
2018-04-01,0bf0150d5b9d60d9cd2906003332f085,SP,30,51,11,4925.5999999999985,11,0
2018-04-01,0bfd0b434243adc5c2e1aa6baf19c6aa,RJ,6,6,6,371.20000000000005,56,1
2018-04-01,0c7533c71df861ec58ad7ff999ed0e8d,SP,52,64,27,2570.700000000002,1,0
2018-04-01,0c7f30ae9b147eca07affbef92832a6a,PR,2,2,2,169.8,348,1
2018-04-01,0c8380b62e38e8a1e6adbeba7eb9688c,MG,93,117,49,9167.299999999981,18,0
2018-04-01,0cbcee27c791afa0cdcb08587a2013a8,MG,20,21,8,2737.0,2,0
2018-04-01,0d33a55da925bbf1ff02af5f6059fc7f,SP,10,11,5,215.70000000000002,8,0
2018-04-01,0d4c8269e7f0401201794deef160edd6,SP,3,4,4,792.64,144,1
2018-04-01,0d83f8e03188682112cc0d93523705cc,RS,4,8,2,696.26,68,1
2018-04-01,0d85bbda9889ce1f7e63778d24f346eb,MG,49,56,17,4745.400000000001,4,1
2018-04-01,0db783cfcd3b73998abc6e10e59a102f,SP,104,108,12,7060.899999999996,1,0
2018-04-01,0dd184061fb0eaa7ca37932c68ab91c5,SP,72,82,8,8590.0,0,0
2018-04-01,0df3984f9dfb3d49ac6366acbd3bbb85,MG,75,77,24,8905.92999999999,0,0
2018-04-01,0e44d110fa6a54e121cb2c095a77762f,SP,5,5,5,189.24,107,0
2018-04-01,0e982cff76cc0579f632cea8a0e38c9d,SC,4,4,4,716.52,2,0
2018-04-01,0ea22c1cfbdc755f86b9b54b39c16043,MG,159,178,110,7080.79999999998,1,0
2018-04-01,0eaa7e33d73809f1f925f7d07c506cbd,SP,12,12,11,1273.0,59,0
2018-04-01,0ebd97a106433a45a4aebe57c1799778,MG,23,24,7,2407.600000000001,18,0
2018-04-01,0ed6ce5d87fd9c69eaacaeb778d67235,SP,15,15,6,918.4999999999998,4,0
2018-04-01,0ee4fb99ac55ffbbc98795aa01b7f8fa,SP,1,1,1,59.9,334,1
2018-04-01,0ef83d7d83ed97cd2a0049ac8be5f88a,PR,31,36,9,3022.04,0,0
2018-04-01,0ff83046c3fa22efee8ecf291888b191,RS,9,10,6,698.9999999999999,54,0
2018-04-01,0ffa40d54288e4f3499b8780dd0f144f,SP,29,31,19,1926.8,4,0
2018-04-01,10076e5788b8ee532724bcd460baf762,SP,16,19,10,616.7,5,0
2018-04-01,10089e9f2fd0c668a8fd4e52e1698888,SP,1,1,1,359.9,137,1
2018-04-01,1025f0e2d44d7041d6cf58b6550e0bfa,SP,386,681,78,58854.02000000019,0,0
2018-04-01,1099a00e0ee3a50935e6c2447ca090c5,RJ,3,3,3,849.6999999999999,88,1
2018-04-01,10ff823eda2b032e2c93d17a7d294736,SP,6,6,4,807.18,15,0
2018-04-01,1127b7f2594683f2510f1c2c834a486b,SP,85,100,58,5333.030000000003,2,0
2018-04-01,11305281b50fff20ae8bb473f8e11876,MG,22,24,14,4609.129999999999,15,0
2018-04-01,113e3a788b935f48aad63e1c41dac1bd,SP,21,26,17,442.24999999999994,5,0
2018-04-01,116ccb1a1604bc88e4d234a8c23f33de,SP,36,45,19,1183.5100000000002,4,0
2018-04-01,11938fcc75f6902fea1d0a6f72b54a57,SC,1,1,1,249.99,79,0
2018-04-01,119c7f1a00ef43fad0e57604e76a747c,SP,2,2,2,189.8,32,1
2018-04-01,119d1aef1b4144adba89163f6cd9f5d4,SP,4,4,3,1094.0,134,1
2018-04-01,11bfa66332777660bd0640ee84d47006,SP,58,79,34,3166.319999999995,2,0
2018-04-01,11d4c477d09821164bca4f70a2eae031,SP,3,4,2,83.03999999999999,215,1
2018-04-01,11eac105f3f90a9b87b19c89d91e24f3,SP,5,5,4,802.89,262,1
2018-04-01,1284de4ae8aa26997e748c851557cf0e,SP,3,3,3,1459.97,162,1
2018-04-01,128639473a139ac0f3e5f5ade55873a5,PR,422,443,64,9419.649999999927,2,0
2018-04-01,128f9bfbe4c7d5185033914b1de3d39a,SP,11,12,8,1155.69,6,0
2018-04-01,12a8eb0f8d1cd3270695bf2a99f55966,SP,2,2,2,397.0,108,1
2018-04-01,12b9676b00f60f3b700e83af21824c0e,RS,106,106,28,20778.0,4,0
2018-04-01,12c2ed9cded6138cf0c75f525f565fc7,SP,3,3,3,214.97,110,1
2018-04-01,13074f016982ff2bd6c58ced8682f000,RS,10,11,3,1480.0,10,0
2018-04-01,1336efc61c316ddf92c899eb817f7cae,SP,52,61,40,2929.35,6,0
2018-04-01,134a288e7de827ec5ec62e3ec9c3a295,SP,9,9,7,877.45,193,1
2018-04-01,1352e06ae67b410cdae0b2a22361167b,RJ,2,2,1,178.0,358,1
2018-04-01,1354d51653f645349064725ed204e85e,SP,12,12,10,1350.0,2,0
2018-04-01,139157dd4daa45c25b0807ffff348363,SP,1,1,1,29.9,212,1
2018-04-01,13c2ed7698b3ca92dad49e849219da59,PR,3,4,3,225.61,31,0
2018-04-01,13d058e4eeac2ce8217660b2f8a05812,SP,18,18,3,3149.819999999999,36,0
2018-04-01,13d95f0f6f73943d4ceffad0fc2cd32c,GO,1,1,1,249.99,17,1
2018-04-01,13f57c12a00ed4610db646b913a7f5c6,SP,6,12,5,576.3,59,0
2018-04-01,13fa2a6c6b9d0f43cb588d7c82117a12,SP,9,10,4,4528.0,183,1
2018-04-01,1430239a858e7682bbc43b20758af153,SP,12,16,9,433.78999999999985,16,0
2018-04-01,1464afc72f696af775557a821c2e253f,RJ,20,21,8,705.2599999999999,29,0
2018-04-01,14a08204d03bb6b6bde8029f801ae0eb,SP,1,1,1,480.0,15,0
2018-04-01,14d7985702e72162bbf13b6beb74ab2b,SP,24,24,17,2858.0,13,0
2018-04-01,14ee35374a7876217954b5fa08e50463,SP,6,6,2,809.0,73,1
2018-04-01,14f2b3587172b9db894c9bad8dab520b,RS,1,1,1,122.0,10,1
2018-04-01,152ee17e4c8aaf53dac99f3462e4999b,SC,6,6,3,308.96000000000004,168,1
2018-04-01,1554a68530182680ad5c8b042c3ab563,MG,155,167,48,18379.47,1,0
2018-04-01,157c3e4b42f81ac4a44e8b1ca2fe9876,SP,11,18,8,1155.0,5,0
2018-04-01,1588ac4010787100dddef64568f0ae35,PR,3,3,2,599.97,64,1
2018-04-01,15aac934c58d886785ac1b17953ea898,ES,21,22,17,3715.0,18,0
2018-04-01,15b3b1b81484422eb41df68ac87f1f50,SP,1,1,1,43.35,126,1
2018-04-01,15cd6eefe58588619aaed41dfa6621b1,MG,14,16,8,1490.9400000000007,0,0
2018-04-01,15ead3a5037a918ddb520dfe39a3d2b9,MG,3,3,3,163.5,10,0
2018-04-01,15fa791d5e017f66402dc28c44480657,SP,1,1,1,979.0,42,0
2018-04-01,16090f2ca825584b5a147ab24aa30c86,SP,140,140,15,11849.549999999985,3,0
2018-04-01,160e4f13fd3a64b1b86807be88b5ffb0,PR,4,4,2,886.0,46,1
2018-04-01,165fc07beebdcb6190fba8a06db2a449,PR,43,56,21,16273.999999999996,24,0
2018-04-01,1660ad786c27fd935378b6192a90b417,SP,6,6,6,740.0,151,0
2018-04-01,166e8f1381e09651983c38b1f6f91c11,SC,2,2,1,78.8,222,1
2018-04-01,167fd940acebc789debd6eb418c46e38,SP,3,3,2,627.78,8,0
2018-04-01,17306570e772e7718c92a562d33f5f1d,SP,23,26,18,7718.399999999997,2,0
2018-04-01,1746c1ae87ac63d530c7c943d0ac42e2,SP,1,1,1,229.9,109,1
2018-04-01,1771297ac436903d1dd6b0e9279aa505,SP,18,23,7,1509.1000000000001,18,1
2018-04-01,1782ce2db72c3dda627d5e7c898104e1,SP,5,5,3,1183.0,32,0
2018-04-01,17908cf9b444ee34047cadd5c0f4a516,GO,8,8,6,1629.99,8,1
2018-04-01,17998cf586426bf0f2c3726cb0a4b211,MG,2,2,2,69.8,87,1
2018-04-01,17a053fcb14bd219540cbde0df490be0,SP,66,76,46,20951.960000000006,2,0
2018-04-01,17ca9b9e9b9ef8fdb529001b49ebb50f,MG,60,69,22,4828.929999999998,4,0
2018-04-01,17e34d8224d27a541263c4c64b11a56b,SP,191,199,90,40005.529999999984,3,0
2018-04-01,17eea220a40cc0d2c0c5346379682398,SP,3,3,2,875.98,182,1
2018-04-01,17f51e7198701186712e53a39c564617,SP,39,44,21,34919.0,25,0
2018-04-01,180c3376aff0e43dd5788709df48a843,SP,5,10,3,4513.0,86,1
2018-04-01,1835b56ce799e6a4dc4eddc053f04066,SP,264,337,109,18800.420000000006,1,0
2018-04-01,1838dd9b8977065acf51d95e0053ea7a,MG,38,38,11,1591.2000000000007,4,0
2018-04-01,184a67a8f9f63234d3a92340bbdb727f,SC,4,5,4,126.91,143,1
2018-04-01,18a349e75d307f4b4cc646a691ed4216,SP,30,36,20,2258.12,0,0
2018-04-01,1900267e848ceeba8fa32d80c1a5f5a8,SP,257,334,105,16526.519999999957,2,0
2018-04-01,191d55f7edb8524d525ed01b20fe32e8,DF,3,3,3,747.0,72,1
2018-04-01,1976a05ecf2996d6ffb7b5430e635fe7,SP,5,6,3,1616.8,198,1
2018-04-01,1987cd4be10fe09ee50454f9c354d1c6,MG,14,16,7,2877.7000000000003,29,1
2018-04-01,198c7ea11960a9844b544d9bcdca860c,MG,17,17,4,738.8300000000002,221,1
2018-04-01,19a7c9f66ffa6452ff4b4c0cca71da27,PR,1,1,1,279.0,182,1
2018-04-01,19e0f40a907ec568c34bfac15de4f4a1,SP,3,3,1,133.5,164,1
2018-04-01,1a3df491d1c4f1589fc2b934ada68bf2,SC,143,154,5,20279.80000000001,2,0
2018-04-01,1a8e2d9c38b84a9702ac7922924b0573,SC,1,1,1,80.0,53,1
2018-04-01,1acde099eb406aa220b1169b188b42da,SP,9,10,9,311.1,143,1
2018-04-01,1b0b0f4f95e962d6f32fe90c759d0479,SP,1,1,1,69.9,120,1
2018-04-01,1b1ae47a313a825a7ccceb8e2e30fa9d,PR,8,8,4,1639.1999999999998,59,0
2018-04-01,1b45169b635ef59425637e9a33eb5fb3,PR,2,2,1,33.0,43,0
2018-04-01,1b4c3a6f53068f0b6944d2d005c9fc89,SC,66,67,26,7577.839999999993,4,0
2018-04-01,1b61fb1f0f2185d89e9a126c498e9cc7,PR,1,1,1,49.7,281,1
2018-04-01,1b7e5006cb25dd23ce8686691013b121,SP,10,10,6,2590.7500000000005,15,1
2018-04-01,1b8356dabde1d35e17cef975c3f82730,SP,48,53,12,2922.469999999997,137,1
2018-04-01,1b8b75e227c9a9c100d0c210fb6176ce,SP,8,8,6,719.9200000000001,121,1
2018-04-01,1b938a7ec6ac5061a66a3766e0e75f90,SP,22,24,6,2060.6000000000004,29,0
2018-04-01,1bb2bdb95f4841f1bba2c0d2cd83d3c9,SP,46,49,16,3109.8499999999985,9,0
2018-04-01,1bb3812d5f0747a3ab7348f199001a10,SP,5,5,4,543.5,80,0
2018-04-01,1bc2e21de46adfea6b98cc96b00f3b40,SC,1,3,1,659.97,317,1
2018-04-01,1c129092bf23f28a5930387c980c0dfc,SP,159,176,9,7627.919999999979,1,0
2018-04-01,1c5e4e49b9079480255b49d50aac1aa9,SP,7,7,5,6258.45,115,0
2018-04-01,1c68394e931a64f90ea236c5ea590300,PR,109,131,32,20976.009999999995,2,0
2018-04-01,1c83418358f249c9d6affa52d579db0e,SP,1,1,1,24.9,336,1
2018-04-01,1ca4bdb0cd7fc48e949bac066188ed26,MG,2,2,1,760.0,7,1
2018-04-01,1ca7077d890b907f89be8c954a02686a,SP,106,125,18,12404.639999999994,0,0
2018-04-01,1caf283236cd69af44cbc09a0a1e7d32,RJ,23,27,18,623.7400000000001,9,0
2018-04-01,1cbd50a8c52e6cf8e315c5709fab386f,PR,5,5,5,438.28,25,0
2018-04-01,1ce3ae5a399804d1a87e706f8a813c3e,SC,25,29,14,1636.2000000000007,4,0
2018-04-01,1d0997ff06b524ce9289ffd75114ecd3,PE,1,1,1,549.0,127,1
2018-04-01,1d139e3a3b14025640d8df1b230aace0,SP,2,2,2,36.49,132,1
2018-04-01,1d2732ef8321502ee8488e8bed1ab8cd,RJ,3,3,3,1012.0,11,0
2018-04-01,1d29dfba02015238dfbe2449a5eaa361,MG,7,7,3,352.29999999999995,44,0
2018-04-01,1d4587203296c8f4ad134dc286fa6db0,SP,12,13,13,1008.6999999999998,5,0
2018-04-01,1d503743d2526f03f0c2c89540ee008c,SP,7,10,6,274.49999999999994,4,0
2018-04-01,1d8dbc4f32378d715c717c1c1fc57bae,PR,82,88,24,10139.299999999988,5,0
2018-04-01,1da366cade6d8276e7d8beea7af5d4bf,MG,15,16,11,3685.600000000001,100,1
2018-04-01,1da3aeb70d7989d1e6d9b0e887f97c23,SP,164,209,106,6091.079999999973,1,0
2018-04-01,1dc2de47ee26a0a5b12dc14fd6dc0dea,SP,9,9,4,576.0999999999999,2,0
2018-04-01,1dcfa3835714681d4ba4a93bc1e0fd41,SP,12,14,4,1186.6,107,1
2018-04-01,1dd33b8119b3cb1056ed5dc88cd0aaf4,SP,8,8,2,1513.0,45,1
2018-04-01,1dfe5347016252a7884b694d4f10f5c4,SP,18,23,13,1445.4,1,0
2018-04-01,1e47d8b6546eb3a77b1acddcc9406242,SP,1,1,1,149.9,320,1
2018-04-01,1e47defeeadeca0e9a18fa5a9311e735,SP,3,3,3,234.12,255,1
2018-04-01,1e483cc5c76fef08d3ca05f9a8af7d01,SP,7,8,3,120.29000000000002,317,1
2018-04-01,1e8b33f18b4f7598d87f5cbee2282cc2,SP,49,57,16,5752.819999999997,0,0
2018-04-01,1eade46fba20122dc4aefb379f8c636b,SP,41,57,8,2599.349999999999,1,0
2018-04-01,1f1bb1f0859883505541bdd6606193e5,SP,19,20,16,10660.859999999999,29,0
2018-04-01,1f50f920176fa81dab994f9023523100,SP,1094,1486,7,82459.58999999949,0,0
2018-04-01,1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,RS,2,2,1,316.8,230,0
2018-04-01,1f867308a0ce13133a4e639ff4de0c02,PR,6,12,6,847.5999999999998,0,0
2018-04-01,1f9ab4708f3056ede07124aad39a2554,SP,52,53,5,9135.059999999992,1,0
2018-04-01,1fdc574883ef3b33ad41562d93f3a74a,SP,10,10,9,2269.0,5,0
2018-04-01,1fe61aa5494bd3ae92a2c13e067c810f,SC,1,2,1,537.76,124,1
2018-04-01,2009a095de2a2a41626f6c6d7722678d,SP,6,10,2,354.09,151,1
2018-04-01,2059c39f76271d4ca3f15b5ffaccc8b8,PR,10,10,2,501.0999999999999,205,1
2018-04-01,2063dd1b9f568df1c16741ea7d3e6adb,PR,2,2,2,598.05,136,1
2018-04-01,2089a6d640999f9b9141ac719b2af596,SP,36,36,21,7077.419999999997,19,0
2018-04-01,20a7efa9721046319bdde5d60b6b5365,SP,3,6,2,501.20000000000005,51,1
2018-04-01,20b54c376b794ed028df09a3cd88e8dc,SP,4,4,3,543.62,11,0
2018-04-01,20cb7c2fde3e5bf10f0bbe7394e1c6a9,PR,25,41,2,692.8999999999995,5,1
2018-04-01,20d53aad4fe5ee93a64f8839609d3586,MG,1,1,1,14.5,125,1
2018-04-01,20d83f3ef0e6925fd74bfd59170babf7,SP,30,39,35,2035.1000000000015,3,0
2018-04-01,2138ccb85b11a4ec1e37afbd1c8eda1f,SP,240,257,106,7863.009999999959,1,0
2018-04-01,213b25e6f54661939f11710a6fddb871,SP,18,32,15,1552.9500000000007,0,0
2018-04-01,2156f2671501a81034d7d07f217609d0,SP,15,15,8,1141.9,2,0
2018-04-01,217f005bb37ff3aeef5b2ae1788e75ba,SP,2,2,1,49.98,325,1
2018-04-01,218d46b86c1881d022bce9c68a7d4b15,SP,305,340,121,44380.70000000001,1,0
2018-04-01,218f991754f360af9c2daa5e0b8e990c,SP,7,8,2,1719.2000000000003,8,0
2018-04-01,2199e7fe213c16213bf5d6a7eadc9a5d,SP,12,17,8,2140.62,17,0
2018-04-01,21e83881401b92b49fb09a16d3852291,MG,10,10,6,2529.3599999999997,61,1
2018-04-01,2235cf78d3e2073a88146a9cb60f0dd0,SP,1,1,1,178.99,120,1
2018-04-01,226b05fe067266c59c15dae208213d06,PR,8,9,6,927.0999999999999,1,0
2018-04-01,229c3efbfb0ea2058de4ccdfbc3d784a,MG,101,122,21,12622.0,5,0
2018-04-01,22a23e5ac7061fc538cc2a019afaaf16,MG,1,1,1,95.0,317,1
2018-04-01,22c32ec35d0116ef02c281798a25bf8b,PR,4,6,2,119.57999999999998,37,1
2018-04-01,232a6014e7b10cba61c6c2b2ea6bb4b0,SP,20,23,12,2506.6700000000005,9,0
2018-04-01,23613d49c3ac2bd302259e55c06c050c,SP,51,56,20,3335.400000000003,0,0
2018-04-01,236585a4ddb5fea9fa40233e2249ed91,RS,8,8,2,439.55999999999995,72,1
2018-04-01,2379bdc3888025689a9deb7b141507d5,SP,6,6,5,319.6,11,0
2018-04-01,238fac594e170b59c6d228f5a4f4f1d9,SP,18,19,5,2011.0,13,0
2018-04-01,23a0ffca143a15b9b5bbdb7d552f626a,SP,9,9,1,769.5,2,0
2018-04-01,23ca5f678e0b3ea6c630b30fa8bf51ea,SP,4,4,3,108.0,331,1
2018-04-01,23d7c96d4a1160db1c726b248601b25a,SP,29,31,23,5579.34,4,0
2018-04-01,23ff42c4bf1f8f16cddb19d8b972974a,MG,2,3,2,174.70000000000002,134,1
2018-04-01,244b04680fdbded0acf5aebd9c92b44a,SP,2,2,2,1701.8000000000002,107,1
2018-04-01,244c2f1bff6afe1f2eaf9bfe9b2aed38,SP,22,26,11,2481.0,53,1
2018-04-01,24a6daf925d9d591870a66660416de31,SP,1,1,1,31.0,61,0
2018-04-01,2528513dd95219a6013d4d05176e391a,SP,109,112,67,23638.600000000006,0,0
2018-04-01,2528744c5ef5d955adc318720a94d2e7,SP,3,3,3,5147.0,43,0
2018-04-01,252e76235acb79183cfca6e34f13337d,SP,1,1,1,68.0,262,0
2018-04-01,253c025bab43881055aeecde5e2d8b77,PR,1,1,1,49.9,128,1
2018-04-01,253f95b3a0e6983ae18aed49fbc2b845,SP,2,2,1,217.8,5,0
2018-04-01,259f7b5e6e482c230e5bfaa670b6bb8f,SP,103,124,23,6223.1399999999885,0,0
2018-04-01,25c5c91f63607446a97b143d2d535d31,MG,152,259,18,52060.0500000001,2,1
2018-04-01,25cf099de44674fde97473224f9d59ab,SP,32,32,21,1154.64,5,0
2018-04-01,25debeafbce801fdd479539350185eee,SP,4,5,2,172.86,120,0
2018-04-01,25e47381a6c510ddeb36084e33b89f0c,SP,16,17,11,1289.6000000000001,275,1
2018-04-01,25e6ffe976bd75618accfe16cefcbd0d,SP,74,78,40,8946.9,16,0
2018-04-01,262237171f48e85819065498cac80d7b,SC,3,7,1,419.29999999999995,10,1
2018-04-01,26785a546900236d66f2e4197c211158,SP,5,5,4,429.6,76,0
2018-04-01,26af45f5dfd967225a832838aa4e24a3,PR,2,2,2,62.0,15,0
2018-04-01,26bad72add1f86e08a776ce4ffdaf1ca,SP,4,4,3,411.0,29,0
2018-04-01,26d8a1c7c75d513045798992ead43aa2,PR,23,24,15,3611.7699999999977,15,0
2018-04-01,26e2c91ef821e1ff8985f408788fe35b,SP,5,5,4,449.5,1,0
2018-04-01,270297ead4c65a6cd2593960d2af6b21,SP,11,13,9,5754.559999999999,23,0
2018-04-01,2709af9587499e95e803a6498a5a56e9,SP,19,39,13,898.9600000000008,17,0
2018-04-01,270d3ef21830ad0ecf3a6c53d08a533a,SP,4,16,2,426.0,5,0
2018-04-01,272f092de69afedd4d2969440b37f18f,SP,21,34,21,1606.6800000000005,167,1
2018-04-01,2745f798279e0ed033addcc1474776d7,SP,25,25,11,3081.1600000000008,22,0
2018-04-01,276677b5d08786d5dce7c2149dcce48b,MG,13,21,9,1307.7000000000003,3,0
2018-04-01,27a56ff04b34c2ba34ce6ba4d3b9d616,SP,8,8,7,349.28999999999996,169,1
2018-04-01,282c7480173bb9c01dd41cc739fec010,SP,5,8,4,4274.2,222,1
2018-04-01,282f23a9769b2690c5dda22e316f9941,MG,58,66,25,4252.62,10,0
2018-04-01,289cdb325fb7e7f891c38608bf9e0962,SP,12,12,8,1290.9999999999998,10,0
2018-04-01,28d162ab86bb49d719c32f0ee6186eaa,SP,1,1,1,109.99,193,1
2018-04-01,28ea411b354f14b1a494be4e79f0ce02,SP,5,5,5,675.0,60,1
2018-04-01,28fb0829fd777877cdc350d25cb5bd5b,SP,2,2,2,279.8,129,1
2018-04-01,293dee954235e4e4e43f129313625ebe,DF,8,8,6,1778.92,74,1
2018-04-01,2953ce3a88f5e3c3b696d77fc9e4c8eb,SP,4,4,3,140.0,25,0
2018-04-01,29fe9f200d3fa0c668d2aa1ec7e08dfb,SC,5,5,4,400.0,209,1
2018-04-01,2a1348e9addc1af5aaa619b1a3679d6b,MG,20,23,18,873.2999999999997,12,0
2018-04-01,2a261b5b644fa05f4f2700eb93544f2c,SP,24,38,12,2540.0,3,0
2018-04-01,2a50b7ee5aebecc6fd0ff9784a4747d6,DF,1,2,1,199.8,124,1
2018-04-01,2a5b78b41cd05baeac8df54c6606b92c,MG,25,32,17,5485.499999999998,16,0
2018-04-01,2a61c271b1ac763450d846849783e922,SP,17,22,6,1486.77,43,1
2018-04-01,2a6fbeaa7ab9e5d59a35841a8da71ce4,SC,20,20,7,1119.5,7,0
2018-04-01,2a7c6c0b0d5efde2bf75ec1e1cec2d41,PR,3,3,3,147.6,110,1
2018-04-01,2a7dc43cecabf23403078e2188437d1d,SP,40,42,12,3789.650000000001,10,0
